sentence,sentiment
even when it be not spirit day,2
as positive role model for the kid who often seem to try to get away with wear something other then the required uniform,0
buy this for my year old son to wear for our family christmas photo shoot,0
it look great in the photo and fit him perfectly,1
almost everything we wear for our photo shoot be order last minute on amazon and arrive in time,0
to cheap,2
its like teeshirt only be polo,1
dont know where you would wear product like this,0
these be cheap and compare to polo you will notice the difference,2
the material be rough and they make you sweat alot,2
and work sit down all day,0
they do get the job do though,0
for reference im ’ and wear an xl which fit me just right not too big or small,2
evn though always toss them in the drier they don ’ t shrink which be another plus,0
the quality of this shirt supersede the price by far,1
i have large chest and back for my frame so usually need large,2
however the sleeve on large be usually bit long or loose,2
the medium fit little snug,2
but not enough to make me look like ive get something to prove,0
while this isnt the perfect shirt its great for wash and toss on,1
i buy it for my husband and after several wash ive noticed no fade pilling or shrinking,0
it doesnt wrinkle and he like to wear it to work as beat it up shirt,1
the collar be my only complaint,0
its soft and will curl if you dont watch it so if thats not an issue for you this be good purchase,0
you cant beat the price,1
i buy several of these shirt last year for my husband for christmas,0
he like them so much he ask for more this year for christmas,1
the shirt do not shrink when wash and dry,2
after wear and be wash and dry for year they look as they do when buy them,0
me encanta esta camiseta tipo polo e muy cómoda un poco ma suelta la tela se siente bien estoy satisfecho con la prenda pesar de estar en una temperatura tropical promedio de grados centígrados la recomiendo si te gusta vestir con ropa que no este ajustada en mi caso en particular mido,0
metro mi peso es de libras me siento genial con la compra recomendada,0
i be very surprised at the quality of these shirt be not expect them to be so long,2
but havent worn shirt tuck in in age,0
give it trial run and find out they do indeed stay tucked,0
very pleased with the purchase just have to get use to wear tucked shirt again,1
i buy of these for my husband who be large,0
he very picky about how shirt feel on his skin and he hard on shirt,2
these fit the bill in both area,1
they be very sturdy,1
but still soft enough to make him happy,1
the only issue be the seam on the cuff of the sleeve scratch him which he remedied by fold them up to the seem,2
i couldnt even tell he do it,2
they fit him perfectly,1
i order the black and purple,0
the black be nice dark black and the purple be bright vibrant purple,1
they match several short and pant of his give him option of either playful casual look or something more dressy,2
ill probably buy couple more,1
the fit be good not tight not too long,2
i be ’ ”,0
not skinny,2
but not huge,2
i order large,0
the sleeve be little long they come the full length of my upper arm and they should stop mid bicep or little long,2
the material be thin so decent warm weather shirt,2
also it be blend so it shouldn ’ t shrink,0
so for or so not bad buy and can get the sleeve tailor,2
i ’ m ’ and girl get this for job it ’ s little long,0
but it still look badass it ’ s not too long just few inch below the stomach like inch,2
the arm fit as label tho and it ’ s bit thick which isn ’ t bad it ’ s not heavy,2
i get size small weight around and it still look good,2
lot of compliment from other woman,1
cant beat these long sleeve polo shirt for the price,0
with fall arrive need to switch from short sleeve to long sleeve polo shirt and bought of these jerzees long sleeve polo,2
quality be good,1
fit be perfect,1
i be lb and large fit perfectly,1
price be amaze,1
i highly recommend this shirt,1
i love the fabric it wash beautifully,1
i be woman and buy this for me be tall and have long arm woman long sleeve shirt sometimes have sleeve that be too short,2
