sentence,sentiment
"This is a great quality shirt, is really soft and the size is great aswell,everything's really ok with this",1
I'm a happy user right now,1
Just perfect,1
Nice fit,1
Good quality,1
Hubby always wears this neck size so he was very disappointed,2
Had to return it,2
Nice looking shirt in good condition,1
Really like this,1
Good quality,1
very beautiful shirt,1
dress very well,1
Fit husband perfectly,1
"Nice fit, light weight and comfortable for the office",1
Good quality shirt at a reasonable price,1
Fits well and looks good,1
I like the shirt a lot,1
More like 10 stars,1
Smart shirt that you can withstand the daily grind in,1
Holds up wonderfully in the washer and dryer,1
Not a slim fit if that is what you are looking for,2
Great color and awesome fit,1
Excellent fits perfect,1
"It was not the one I asked for, and comes with a hole down the pocket",2
ok,0
good quality and nice fit,1
"Excellent Quality, Fit, and prompt delivery",1
good quality/price ratio,1
Bought as a gift,0
Excellent quality,1
Recipient very pleased,1
Thank you,0
Nice shirt,1
nice shirt,1
"Good fit, good quality fabric, nice pattern",1
One side of the hole has no stitches at all leading to loose threads,2
Did not bother to return it,2
Really nice shirt,1
Holds a pressing very well,1
Thinner material - would have liked to seen slightly heavier/denser material used,0
Collar is perfect for a point style,1
Sleeves are perfect length,1
Price is fair and I would buy it again,1
"Received in just two days, and I no longer visit department stores",0
still the best classic dress shirt made,1
Very nice shirt,1
I ordered the same size as always 17' neck / 33' sleeve,0
Sleeves are cut right,1
May be mislabeled or a factory mistake,2
Returning is cost prohibitive,2
Nice made shirt though,1
I can wear it open collar with sport jacket,0
Great colour and fit,1
These shirts are very good and fit well,1
It is pretty sad that there are so few manufacturers who sell their shirts the old way: by neck size and sleeve length,2
Unfortunately we are not a S/M/L/XL society,0
Great purchase,1
"I'm 6'0, 195 and this shirt fits great even at 180",0
I've bought them for years at the outlet mall,0
when this particular size and color is in,0
They're a no brainer and I wear them to work,0
Looks great on my son,1
"Nice shirt, fit well",1
great,1
GOOD,1
Even taking it out of the dryer it is not wearable without ironing,2
I will send it to the commercial laundry from now on,2
"So, I took a chance and ordered a 16 33-34 and it fit like a 15 1/2  Van Heusen is hit and miss that way sometimes",0
"Overall, its a decent shirt",1
Great looking Oxford Cloth dress shirt,1
like I used to wear 50+ years ago,0
Great fit and dignified simplicity for any well dressed man,1
Tall men need the extra arm length and this shirt provides,1
Sorry that this shirt is 65% polyester - 35% cotton,0
It is a hot shirt in the summer,0
Shirt looks exactly like the picture and fits well,1
We have not had problems with wrinkles after several washings and the shirt is as vibrant as the day we bought it,1
"I am 6'1"", 255lbs",0
I re-ordered 16-16,0
"5, 36/37 and they fit great",0
I find that IZOD generally fits comfortably for bigger guys,0
like myself,0
I have not washed or had the shirt pressed yet,0
I washed this shirt for the first time and it was not wrinkle free,0
Am very disappointed that this shirt does not hang up wrinkly free,2
Shirt looks good and at a better price then in stores,1
Very good,1
Stitching on one of the sleeves was irregular with lots of threads hanging out,2
Otherwise a great shirt,1
I always like to wear this kind of model  shirt,0
I feel very confortable and good looking when I used it,1
"This shirt is too large, I bought the smallest size and it looks like a XL",2
Too small and too tight based on other Van Heusen men's dress shirts that I have bought,2
great shirt fit right wrinkle free tough durable shirt would buy it again,1
Always depend on a perfect fit with Van Heusen,1
Great shirt,1
Returned,2
Nice shirt,1
As advertised,1
Would buy again,1
Bought as gift,0
Good quality,1
Shirt as advertised,0
good quality,1
Very nice shirt and good fit,1
Sleeves too short,2
Good product,1
Bien,0
Yuck,0
Good,1
The shirt is too large for me and I give it to my father,2
And it fits,1
I purchased 2 Van Husen striped shirts from a department store and like most consumers reported,0
"After the first wash, the thread on the chest line began to come lose",2
"Now, it looks like the shirted has the stressed look",2
Not a Good look in Executive meetings,2
"My other shirt threads came out on the size, and the material simply tore",2
I think Van Husen is officially off my purchase list,2
I ordered 3 of these shirts as they were on sale,0
Unfortunately I made the mistake of not washing just one to see what it looked like,2
They all look wrinkled no matter how you wash and dry them,2
Even my wife who is not that picky says they always look wrinkled,2
My advice is to buy a shirt from LL Bean and then one of these,2
I can guarantee that you will want to send this one back,2
"If you want a shirt to leave untucked with jeans on casual day at work, yes you can get away with one of these",0
I gave them 2 stars because I've seen worse,2
larger neck,2
"This is a nice shirt, pretty much just what I was looking for",1
My only suggestion is they be a little more precise on sleeve lengths,2
"An inch makes a difference so I would prefer a 34"" sleeve over a 35"" sleeve and over a 34/35"" sleeve",2
I like the shirt,1
"It fits perfectly, it's well tailored and made",1
"Other than that, I like it very much",1
"I bought it for my husband, and he loved it",1
This shirt is excellent as I expected,1
"The fit was just right, the material and price were excellent and I am completely satisfied",1
I'd like more of this in different colors,1
Sleeves too short,2
"Decent material, not great",0
When I washed the shirt the cuffs on the shirt fell apart,2
Bough this for my fiance,0
"He liked it very much in fit, feel, and color",1
Both cuffs in the shirt came apart with the first washing,0
The quality is horrible,2
Great quality just a little loose for my style,1
Slim fit would be perfect,1
Shirt sleeves are different lengths,2
I gave this to my father in law as a gift for Christmas and he just opened it,0
Apparently too late to return it deadline was 01/31 and it is now 02/04 - so now he is stuck with a useless shirt,2
very disappointing,2
"I haven't worn these business shirts much, so here's the main point: after being tailor measured, Van Heusen fit better than a competitor",2
for this exact shirt style,0
Which is how I found a problem with fit from a competitor shirt maker,0
"I bought this shirt recently after receiving 2 other shirts in different colors for Christmas, to replace 3 other long sleeve shirts that are past their prime which I gave away to be used as art smocks",0
Very happy with the shirt I purchased plus,1
the two that were Christmas gifts,0
Quality shirt that had a comfortable feel and eye appealing look,1
Loved the color selection and felt the measurement guidance was helpful,1
The size I selected perfectly fit my build,1
I wear a 16,0
"5 36/37 and the shirt was a perfect fit, nice quality",1
Will buy additional colors,1
I husband loved this shirt,1
"It fit as expected, and at a good price",1
"Excellent material, good looking - and truly wrinkle-free",1
"Great, great value",1
Great shirt,1
like it a lot,1
"Great material, worth the price",1
Nice shirt,1
Me agrado fino,0
"Ok, so I'm short and stocky",2
let's get that out the way,2
These 18 1/2 x 32 shirts really fit me well,1
Love the way they feel and I wish they had all colors in stock so I could buy them all in my size,1
Comfortable fit and reasonable delivery,1
"This product looks fine and fits fine, althought the material is very thin",0
four or five wearings?,0
", the cuff completely opened up at the end",2
I can't see any signs of threads in there and it looks like a lot of the seams are just glued,2
"Oh well, the price was right",1
If my $200 shirts last 4 years maybe it's right that a $25 shirt lasts 4 months,0
I like this shirt,1
